,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing Position,Minutes,Score At,Type,Goal assist,Player,Penalty
1303,19_20,UEFA Champions League,Group Stage,2019-10-23,Away,FC Barcelona,SK Slavia Prague,1:2,RW,3,00:01,Left-footed shot,Arthur,Messi,False
1304,19_20,LaLiga,11,2019-10-29,Home,FC Barcelona,Real Valladolid CF,5:1,RW,34,03:01,Direct free kick,,Messi,False
1305,19_20,LaLiga,11,2019-10-29,Home,FC Barcelona,Real Valladolid CF,5:1,RW,75,04:01,Left-footed shot,Ivan Rakitic,Messi,False
1306,19_20,LaLiga,12,2019-11-02,Away,FC Barcelona,Levante UD,3:1,RW,38,00:01,Penalty,,Messi,True
1307,19_20,LaLiga,13,2019-11-09,Home,FC Barcelona,Celta de Vigo,4:1,RW,23,01:00,Penalty,,Messi,True
1308,19_20,LaLiga,13,2019-11-09,Home,FC Barcelona,Celta de Vigo,4:1,RW,45+1,02:01,Direct free kick,,Messi,False
1309,19_20,LaLiga,13,2019-11-09,Home,FC Barcelona,Celta de Vigo,4:1,RW,48,03:01,Direct free kick,,Messi,False
1310,19_20,UEFA Champions League,Group Stage,2019-11-27,Home,FC Barcelona,Borussia Dortmund,3:1,RW,33,02:00,Left-footed shot,Luis Suarez,Messi,False
1311,19_20,LaLiga,15,2019-12-01,Away,FC Barcelona,Atletico de Madrid,0:1,RW,86,00:01,Left-footed shot,Luis Suarez,Messi,False
1312,19_20,LaLiga,16,2019-12-07,Home,FC Barcelona,RCD Mallorca,5:2,RW,17,02:00,Left-footed shot,Antoine Griezmann,Messi,False
1313,19_20,LaLiga,16,2019-12-07,Home,FC Barcelona,RCD Mallorca,5:2,RW,41,03:01,Left-footed shot,Ivan Rakitic,Messi,False
1314,19_20,LaLiga,16,2019-12-07,Home,FC Barcelona,RCD Mallorca,5:2,RW,83,05:02,Left-footed shot,Luis Suarez,Messi,False
1315,19_20,LaLiga,18,2019-12-21,Home,FC Barcelona,Deportivo Alaves,4:1,RW,69,03:01,Left-footed shot,Luis Suarez,Messi,False
1316,19_20,Supercopa,Semi-Finals,2020-01-09,Home,FC Barcelona,Atletico de Madrid,2:3,RW,51,01:01,Right-footed shot,Luis Suarez,Messi,False
1317,19_20,LaLiga,20,2020-01-19,Home,FC Barcelona,Granada CF,1:0,CF,76,01:00,Right-footed shot,Arturo Vidal,Messi,False
1318,19_20,Copa del Rey,Round of 16,2020-01-30,Home,FC Barcelona,CD Leganes,5:0,RW,59,03:00,Left-footed shot,Frenkie de Jong,Messi,False
1319,19_20,Copa del Rey,Round of 16,2020-01-30,Home,FC Barcelona,CD Leganes,5:0,RW,89,05:00,Left-footed shot,Ivan Rakitic,Messi,False
1320,19_20,LaLiga,25,2020-02-22,Home,FC Barcelona,SD Eibar,5:0,SS,14,01:00,Left-footed shot,Ivan Rakitic,Messi,False
1321,19_20,LaLiga,25,2020-02-22,Home,FC Barcelona,SD Eibar,5:0,SS,37,02:00,Left-footed shot,Arturo Vidal,Messi,False
1322,19_20,LaLiga,25,2020-02-22,Home,FC Barcelona,SD Eibar,5:0,SS,40,03:00,Left-footed shot,,Messi,False
1323,19_20,LaLiga,25,2020-02-22,Home,FC Barcelona,SD Eibar,5:0,SS,87,04:00,Left-footed shot,,Messi,False
1324,19_20,LaLiga,27,2020-03-07,Home,FC Barcelona,Real Sociedad,1:0,CF,81,01:00,Penalty,,Messi,True
1325,19_20,LaLiga,28,2020-06-13,Away,FC Barcelona,RCD Mallorca,0:4,RW,90+3,00:04,Right-footed shot,Luis Suarez,Messi,False
1326,19_20,LaLiga,29,2020-06-16,Home,FC Barcelona,CD Leganes,2:0,RW,69,02:00,Penalty,,Messi,True
1327,19_20,LaLiga,33,2020-06-30,Home,FC Barcelona,Atletico de Madrid,2:2,SS,50,02:01,Penalty,,Messi,True
1328,19_20,LaLiga,37,2020-07-16,Home,FC Barcelona,CA Osasuna,1:2,RW,62,01:01,Direct free kick,,Messi,False
1329,19_20,LaLiga,38,2020-07-19,Away,FC Barcelona,Deportivo Alaves,0:5,RW,34,00:02,Left-footed shot,Riqui Puig,Messi,False
1330,19_20,LaLiga,38,2020-07-19,Away,FC Barcelona,Deportivo Alaves,0:5,RW,75,00:05,Left-footed shot,Jordi Alba,Messi,False
1331,19_20,UEFA Champions League,last 16,2020-08-08,Home,FC Barcelona,SSC Napoli,3:1,SS,23,02:00,Left-footed shot,,Messi,False
1332,20_21,LaLiga,3,2020-09-27,Home,FC Barcelona,Villarreal CF,4:0,CF,35,03:00,Penalty,,Messi,True
1333,20_21,UEFA Champions League,Group Stage,2020-10-20,Home,FC Barcelona,Ferencvarosi TC,5:1,CF,27,01:00,Penalty,,Messi,True
1334,20_21,UEFA Champions League,Group Stage,2020-10-28,Away,FC Barcelona,Juventus FC,0:2,CF,90+1,00:02,Penalty,,Messi,True
1335,20_21,UEFA Champions League,Group Stage,2020-11-04,Home,FC Barcelona,Dynamo Kyiv,2:1,RW,5,01:00,Penalty,,Messi,True
1336,20_21,LaLiga,9,2020-11-07,Home,FC Barcelona,Real Betis Balompie,5:2,CF,61,03:01,Penalty,,Messi,True
1337,20_21,LaLiga,9,2020-11-07,Home,FC Barcelona,Real Betis Balompie,5:2,CF,82,04:02,Left-footed shot,Sergi Roberto,Messi,False
1338,20_21,LaLiga,11,2020-11-29,Home,FC Barcelona,CA Osasuna,4:0,RW,73,04:00,Left-footed shot,Francisco Trincão,Messi,False
1339,20_21,LaLiga,13,2020-12-13,Home,FC Barcelona,Levante UD,1:0,CF,76,01:00,Left-footed shot,Frenkie de Jong,Messi,False
1340,20_21,LaLiga,14,2020-12-19,Home,FC Barcelona,Valencia CF,2:2,CF,45+4,01:01,Header,,Messi,False
1341,20_21,LaLiga,15,2020-12-22,Away,FC Barcelona,Real Valladolid CF,0:3,AM,65,00:03,Left-footed shot,Pedri,Messi,False
1342,20_21,LaLiga,2,2021-01-06,Away,FC Barcelona,Athletic Bilbao,2:3,CF,38,01:02,Left-footed shot,Pedri,Messi,False
1343,20_21,LaLiga,2,2021-01-06,Away,FC Barcelona,Athletic Bilbao,2:3,CF,62,01:03,Left-footed shot,Antoine Griezmann,Messi,False
1344,20_21,LaLiga,18,2021-01-09,Away,FC Barcelona,Granada CF,0:4,CF,35,00:02,Left-footed shot,Antoine Griezmann,Messi,False
1345,20_21,LaLiga,18,2021-01-09,Away,FC Barcelona,Granada CF,0:4,CF,42,00:03,Direct free kick,,Messi,False
1346,20_21,Copa del Rey,Round of 16,2021-01-27,Away,FC Barcelona,Rayo Vallecano,1:2,CF,69,01:01,Left-footed shot,Antoine Griezmann,Messi,False
1347,20_21,LaLiga,21,2021-01-31,Home,FC Barcelona,Athletic Bilbao,2:1,CF,20,01:00,Direct free kick,,Messi,False
1348,20_21,LaLiga,22,2021-02-07,Away,FC Barcelona,Real Betis Balompie,2:3,CF,59,01:01,Left-footed shot,Ousmane Dembele,Messi,False
1349,20_21,LaLiga,23,2021-02-13,Home,FC Barcelona,Deportivo Alaves,5:1,CF,45+1,02:00,Left-footed shot,Sergio Busquets,Messi,False
1350,20_21,LaLiga,23,2021-02-13,Home,FC Barcelona,Deportivo Alaves,5:1,CF,75,04:01,Left-footed shot,Antoine Griezmann,Messi,False
1351,20_21,UEFA Champions League,last 16,2021-02-16,Home,FC Barcelona,Paris Saint-Germain,1:4,CF,27,01:00,Penalty,,Messi,True
1352,20_21,LaLiga,24,2021-02-21,Home,FC Barcelona,Cadiz CF,1:1,CF,32,01:00,Penalty,,Messi,True
1353,20_21,LaLiga,1,2021-02-24,Home,FC Barcelona,Elche CF,3:0,CF,48,01:00,Left-footed shot,Martin Braithwaite,Messi,False
1354,20_21,LaLiga,1,2021-02-24,Home,FC Barcelona,Elche CF,3:0,CF,68,02:00,Left-footed shot,Frenkie de Jong,Messi,False
1355,20_21,LaLiga,25,2021-02-27,Away,FC Barcelona,Sevilla FC,0:2,CF,85,00:02,Right-footed shot,Ilaix Moriba,Messi,False
1356,20_21,UEFA Champions League,last 16,2021-03-10,Away,FC Barcelona,Paris Saint-Germain,1:1,SS,37,01:01,Long distance kick,Pedri,Messi,False
1357,20_21,LaLiga,27,2021-03-15,Home,FC Barcelona,SD Huesca,4:1,SS,13,01:00,Left-footed shot,Sergio Busquets,Messi,False
1358,20_21,LaLiga,27,2021-03-15,Home,FC Barcelona,SD Huesca,4:1,SS,90,04:01,Left-footed shot,Francisco Trincão,Messi,False
1359,20_21,LaLiga,28,2021-03-21,Away,FC Barcelona,Real Sociedad,1:6,SS,56,00:04,Left-footed shot,Sergio Busquets,Messi,False
1360,20_21,LaLiga,28,2021-03-21,Away,FC Barcelona,Real Sociedad,1:6,SS,89,01:06,Left-footed shot,Jordi Alba,Messi,False
1361,20_21,Copa del Rey,Final,2021-04-17,Away,FC Barcelona,Athletic Bilbao,0:4,CF,68,00:03,Left-footed shot,Frenkie de Jong,Messi,False
1362,20_21,Copa del Rey,Final,2021-04-17,Away,FC Barcelona,Athletic Bilbao,0:4,CF,72,00:04,Left-footed shot,Jordi Alba,Messi,False
1363,20_21,LaLiga,31,2021-04-22,Home,FC Barcelona,Getafe CF,5:2,CF,8,01:00,Left-footed shot,Sergio Busquets,Messi,False
1364,20_21,LaLiga,31,2021-04-22,Home,FC Barcelona,Getafe CF,5:2,CF,33,03:01,Left-footed shot,,Messi,False
1365,20_21,LaLiga,33,2021-04-29,Home,FC Barcelona,Granada CF,1:2,CF,23,01:00,Left-footed shot,Antoine Griezmann,Messi,False
1366,20_21,LaLiga,34,2021-05-02,Away,FC Barcelona,Valencia CF,2:3,CF,57,01:01,Left-footed shot,,Messi,False
1367,20_21,LaLiga,34,2021-05-02,Away,FC Barcelona,Valencia CF,2:3,CF,69,01:03,Direct free kick,,Messi,False
1368,20_21,LaLiga,36,2021-05-11,Away,FC Barcelona,Levante UD,3:3,SS,25,00:01,Left-footed shot,,Messi,False
1369,20_21,LaLiga,37,2021-05-16,Home,FC Barcelona,Celta de Vigo,1:2,SS,28,01:00,Header,Sergio Busquets,Messi,False
1370,21_22,UEFA Champions League,Group Stage,2021-09-28,Home,Paris Saint-Germain,Manchester City,2:0,RW,74,02:00,Left-footed shot,Kylian Mbappe,Messi,False
1371,21_22,UEFA Champions League,Group Stage,2021-10-19,Home,Paris Saint-Germain,RB Leipzig,3:2,RW,67,02:02,Left-footed shot,Kylian Mbappe,Messi,False
1372,21_22,UEFA Champions League,Group Stage,2021-10-19,Home,Paris Saint-Germain,RB Leipzig,3:2,RW,74,03:02,Penalty,,Messi,True
1373,21_22,Ligue 1,14,2021-11-20,Home,Paris Saint-Germain,FC Nantes,3:1,RW,87,03:01,Left-footed shot,Kylian Mbappe,Messi,False
1374,21_22,UEFA Champions League,Group Stage,2021-12-07,Home,Paris Saint-Germain,Club Brugge KV,4:1,CF,38,03:00,Left-footed shot,Kylian Mbappe,Messi,False
1375,21_22,UEFA Champions League,Group Stage,2021-12-07,Home,Paris Saint-Germain,Club Brugge KV,4:1,CF,76,04:01,Penalty,,Messi,True
1376,21_22,Ligue 1,23,2022-02-06,Away,Paris Saint-Germain,LOSC Lille,1:5,CF,38,01:03,Left-footed shot,,Messi,False
1377,21_22,Ligue 1,30,2022-04-03,Home,Paris Saint-Germain,FC Lorient,5:1,RW,73,04:01,Left-footed shot,Kylian Mbappe,Messi,False
1378,21_22,Ligue 1,34,2022-04-23,Home,Paris Saint-Germain,RC Lens,1:1,RW,68,01:00,Left-footed shot,Neymar,Messi,False
1379,21_22,Ligue 1,37,2022-05-14,Away,Paris Saint-Germain,Montpellier,0:4,CF,6,00:01,Left-footed shot,Kylian Mbappé,Messi,False
1380,21_22,Ligue 1,37,2022-05-14,Away,Paris Saint-Germain,Montpellier,0:4,CF,20,00:02,Left-footed shot,Kylian Mbappé,Messi,False
