,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing Position,Minutes,Score At,Type,Goal assist,Player,Penalty
747,08_09,UEFA Champions League,Group Stage,2008-10-22,Away,FC Barcelona,FC Basel 1893,0:5,CF,4,00:01,Left-footed shot,Dani Alves,Messi,False
748,08_09,LaLiga,9,2008-11-01,Away,FC Barcelona,Malaga CF,1:4,RW,19,01:02,Left-footed shot,,Messi,False
749,08_09,UEFA Champions League,Group Stage,2008-11-04,Home,FC Barcelona,FC Basel 1893,1:1,RW,61,01:00,Left-footed shot,Thierry Henry,Messi,False
750,08_09,Copa del Rey,Fifth Round,2008-11-12,Home,FC Barcelona,Benidorm CD,1:0,RW,86,01:00,Penalty rebound,,Messi,False
751,08_09,LaLiga,11,2008-11-16,Away,FC Barcelona,Recreativo Huelva,0:2,RW,51,00:01,Left-footed shot,Xavi,Messi,False
752,08_09,UEFA Champions League,Group Stage,2008-11-26,Away,FC Barcelona,Sporting CP,2:5,RW,49,00:03,Left-footed shot,Dani Alves,Messi,False
753,08_09,LaLiga,13,2008-11-29,Away,FC Barcelona,Sevilla FC,0:3,RW,78,00:02,Left-footed shot,Xavi,Messi,False
754,08_09,LaLiga,13,2008-11-29,Away,FC Barcelona,Sevilla FC,0:3,RW,90+2,00:03,Left-footed shot,Aleksandr Hleb,Messi,False
755,08_09,LaLiga,15,2008-12-13,Home,FC Barcelona,Real Madrid,2:0,RW,89,02:00,Counter attack goal,Thierry Henry,Messi,False
756,08_09,Copa del Rey,Round of 16,2009-01-06,Away,FC Barcelona,Atletico de Madrid,1:3,RW,11,00:01,Left-footed shot,Dani Alves,Messi,False
757,08_09,Copa del Rey,Round of 16,2009-01-06,Away,FC Barcelona,Atletico de Madrid,1:3,RW,57,00:02,Penalty,,Messi,True
758,08_09,Copa del Rey,Round of 16,2009-01-06,Away,FC Barcelona,Atletico de Madrid,1:3,RW,79,01:03,Right-footed shot,Andres Iniesta,Messi,False
759,08_09,LaLiga,18,2009-01-11,Away,FC Barcelona,CA Osasuna,2:3,RW,84,02:03,Left-footed shot,Dani Alves,Messi,False
760,08_09,LaLiga,19,2009-01-17,Home,FC Barcelona,Deportivo de La Coruaa,5:0,RW,21,01:00,Left-footed shot,,Messi,False
761,08_09,LaLiga,20,2009-01-24,Home,FC Barcelona,CD Numancia,4:1,RW,49,01:00,Left-footed shot,Dani Alves,Messi,False
762,08_09,LaLiga,20,2009-01-24,Home,FC Barcelona,CD Numancia,4:1,RW,76,04:01,Right-footed shot,,Messi,False
763,08_09,LaLiga,21,2009-02-01,Away,FC Barcelona,Racing Santander,1:2,RW,65,01:01,Right-footed shot,Xavi,Messi,False
764,08_09,LaLiga,21,2009-02-01,Away,FC Barcelona,Racing Santander,1:2,RW,81,01:02,Right-footed shot,,Messi,False
765,08_09,LaLiga,25,2009-03-01,Away,FC Barcelona,Atletico de Madrid,4:3,RW,30,00:02,Left-footed shot,,Messi,False
766,08_09,Copa del Rey,Semi-Finals,2009-03-04,Away,FC Barcelona,RCD Mallorca,1:1,RW,81,01:01,Left-footed shot,Gerard Pique,Messi,False
767,08_09,LaLiga,26,2009-03-07,Home,FC Barcelona,Athletic Bilbao,2:0,RW,31,02:00,Penalty,,Messi,True
768,08_09,UEFA Champions League,last 16,2009-03-11,Home,FC Barcelona,Olympique Lyon,5:2,RW,40,03:00,Left-footed shot,Samuel Etoo,Messi,False
769,08_09,LaLiga,28,2009-03-22,Home,FC Barcelona,Malaga CF,6:0,RW,26,02:00,Right-footed shot,Xavi,Messi,False
770,08_09,UEFA Champions League,Quarter-Finals,2009-04-08,Home,FC Barcelona,Bayern Munich,4:0,RW,9,01:00,Left-footed shot,Samuel Etoo,Messi,False
771,08_09,UEFA Champions League,Quarter-Finals,2009-04-08,Home,FC Barcelona,Bayern Munich,4:0,RW,38,03:00,Right-footed shot,Thierry Henry,Messi,False
772,08_09,LaLiga,31,2009-04-18,Away,FC Barcelona,Getafe CF,0:1,RW,18,00:01,Left-footed shot,Xavi,Messi,False
773,08_09,LaLiga,33,2009-04-25,Away,FC Barcelona,Valencia CF,2:2,RW,23,00:01,Left-footed shot,Andres Iniesta,Messi,False
774,08_09,LaLiga,34,2009-05-02,Away,FC Barcelona,Real Madrid,2:6,CF,35,01:03,Left-footed shot,Xavi,Messi,False
775,08_09,LaLiga,34,2009-05-02,Away,FC Barcelona,Real Madrid,2:6,CF,75,02:05,Left-footed shot,Xavi,Messi,False
776,08_09,Copa del Rey,Final,2009-05-13,Home,FC Barcelona,Athletic Bilbao,4:1,RW,55,02:01,Left-footed shot,Samuel Etoo,Messi,False
777,08_09,UEFA Champions League,Final,2009-05-27,Home,FC Barcelona,Manchester United,2:0,CF,70,02:00,Header,Xavi,Messi,False
778,09_10,Supercopa,final,2009-08-23,Home,FC Barcelona,Athletic Bilbao,3:0,RW,50,01:00,Right-footed shot,Zlatan Ibrahimovic,Messi,False
779,09_10,Supercopa,final,2009-08-23,Home,FC Barcelona,Athletic Bilbao,3:0,RW,68,02:00,Penalty,,Messi,True
780,09_10,LaLiga,2,2009-09-12,Away,FC Barcelona,Getafe CF,0:2,RW,78,00:02,Header,Zlatan Ibrahimovic,Messi,False
781,09_10,LaLiga,3,2009-09-19,Home,FC Barcelona,Atletico de Madrid,5:2,RW,15,02:00,Left-footed shot,Xavi,Messi,False
782,09_10,LaLiga,3,2009-09-19,Home,FC Barcelona,Atletico de Madrid,5:2,RW,90+3,05:02,Right-footed shot,Dani Alves,Messi,False
783,09_10,LaLiga,4,2009-09-22,Away,FC Barcelona,Racing Santander,1:4,RW,23,00:02,Left-footed shot,Xavi,Messi,False
784,09_10,LaLiga,4,2009-09-22,Away,FC Barcelona,Racing Santander,1:4,RW,63,00:04,Left-footed shot,Xavi,Messi,False
785,09_10,UEFA Champions League,Group Stage,2009-09-29,Home,FC Barcelona,Dynamo Kyiv,2:0,RW,25,01:00,Left-footed shot,Andres Iniesta,Messi,False
786,09_10,LaLiga,8,2009-10-25,Home,FC Barcelona,Real Zaragoza,6:1,RW,80,05:01,Left-footed shot,Andres Iniesta,Messi,False
787,09_10,LaLiga,10,2009-11-07,Home,FC Barcelona,RCD Mallorca,4:2,RW,86,04:01,Penalty,,Messi,True
788,09_10,Copa del Rey,5th round,2009-11-10,Home,FC Barcelona,Cultural Leonesa,5:0,RW,64,04:00,Left-footed shot,Pedro,Messi,False
789,09_10,LaLiga,13,2009-12-05,Away,FC Barcelona,Deportivo de La Coruaa,1:3,RW,26,00:01,Left-footed shot,Dani Alves,Messi,False
790,09_10,LaLiga,13,2009-12-05,Away,FC Barcelona,Deportivo de La Coruaa,1:3,RW,80,01:02,Header,Pedro,Messi,False
791,09_10,UEFA Champions League,Group Stage,2009-12-09,Away,FC Barcelona,Dynamo Kyiv,1:2,RW,86,01:02,Direct free kick,,Messi,False
792,09_10,FIFA Club World Cup,Semi-Finals,2009-12-16,Away,FC Barcelona,CF Atlante,1:3,RW,55,01:02,Left-footed shot,Zlatan Ibrahimovic,Messi,False
793,09_10,FIFA Club World Cup,Final,2009-12-19,Away,FC Barcelona,Club Estudiantes de La Plata,1:2 AET,RW,110,01:02,Chest,Dani Alves,Messi,False
794,09_10,LaLiga,17,2010-01-10,Away,FC Barcelona,CD Tenerife,0:5,RW,36,00:01,Left-footed shot,Bojan Krkic,Messi,False
795,09_10,LaLiga,17,2010-01-10,Away,FC Barcelona,CD Tenerife,0:5,RW,45,00:03,Right-footed shot,Bojan Krkic,Messi,False
796,09_10,LaLiga,17,2010-01-10,Away,FC Barcelona,CD Tenerife,0:5,RW,75,00:04,Left-footed shot,Bojan Krkic,Messi,False
797,09_10,LaLiga,18,2010-01-16,Home,FC Barcelona,Sevilla FC,4:0,RW,85,03:00,Left-footed shot,Dani Alves,Messi,False
798,09_10,LaLiga,18,2010-01-16,Home,FC Barcelona,Sevilla FC,4:0,RW,90+1,04:00,Left-footed shot,Eric Abidal ,Messi,False
799,09_10,LaLiga,19,2010-01-23,Away,FC Barcelona,Real Valladolid CF,0:3,RW,54,00:03,Left-footed shot,Zlatan Ibrahimovic,Messi,False
800,09_10,LaLiga,21,2010-02-06,Home,FC Barcelona,Getafe CF,2:1,RW,7,01:00,Left-footed shot,Yaya Toure,Messi,False
801,09_10,LaLiga,24,2010-02-27,Home,FC Barcelona,Malaga CF,2:1,RW,84,02:01,Right-footed shot,Dani Alves,Messi,False
802,09_10,LaLiga,25,2010-03-06,Away,FC Barcelona,UD Almera,2:2,RW,42,01:01,Direct free kick,,Messi,False
803,09_10,LaLiga,25,2010-03-06,Away,FC Barcelona,UD Almera,2:2,RW,66,02:02,Left-footed shot,,Messi,False
804,09_10,LaLiga,26,2010-03-14,Home,FC Barcelona,Valencia CF,3:0,CF,56,01:00,Left-footed shot,Xavi,Messi,False
805,09_10,LaLiga,26,2010-03-14,Home,FC Barcelona,Valencia CF,3:0,CF,80,02:00,Left-footed shot,Thierry Henry,Messi,False
806,09_10,LaLiga,26,2010-03-14,Home,FC Barcelona,Valencia CF,3:0,CF,82,03:00,Right-footed shot,Thierry Henry,Messi,False
807,09_10,UEFA Champions League,last 16,2010-03-17,Home,FC Barcelona,VfB Stuttgart,4:0,CF,13,01:00,Left-footed shot,Yaya Toure,Messi,False
808,09_10,UEFA Champions League,last 16,2010-03-17,Home,FC Barcelona,VfB Stuttgart,4:0,CF,56,03:00,Left-footed shot,Dani Alves,Messi,False
809,09_10,LaLiga,27,2010-03-21,Away,FC Barcelona,Real Zaragoza,2:4,RW,4,00:01,Header,Pedro,Messi,False
810,09_10,LaLiga,27,2010-03-21,Away,FC Barcelona,Real Zaragoza,2:4,RW,65,00:02,Left-footed shot,,Messi,False
811,09_10,LaLiga,27,2010-03-21,Away,FC Barcelona,Real Zaragoza,2:4,RW,78,00:03,Left-footed shot,Andres Iniesta,Messi,False
812,09_10,LaLiga,30,2010-04-03,Home,FC Barcelona,Athletic Bilbao,4:1,CF,67,04:00,Left-footed shot,Pedro,Messi,False
813,09_10,UEFA Champions League,Quarter-Finals,2010-04-06,Home,FC Barcelona,Arsenal FC,4:1,CF,21,01:01,Left-footed shot,,Messi,False
814,09_10,UEFA Champions League,Quarter-Finals,2010-04-06,Home,FC Barcelona,Arsenal FC,4:1,CF,37,02:01,Right-footed shot,Pedro,Messi,False
815,09_10,UEFA Champions League,Quarter-Finals,2010-04-06,Home,FC Barcelona,Arsenal FC,4:1,CF,42,03:01,Left-footed shot,Seydou Keita,Messi,False
816,09_10,UEFA Champions League,Quarter-Finals,2010-04-06,Home,FC Barcelona,Arsenal FC,4:1,CF,88,04:01,Left-footed shot,Xavi,Messi,False
817,09_10,LaLiga,31,2010-04-10,Away,FC Barcelona,Real Madrid,0:2,CF,32,00:01,Right-footed shot,Xavi,Messi,False
818,09_10,LaLiga,35,2010-05-01,Away,FC Barcelona,Villarreal CF,1:4,RW,18,00:01,Left-footed shot,Xavi,Messi,False
819,09_10,LaLiga,35,2010-05-01,Away,FC Barcelona,Villarreal CF,1:4,RW,87,01:04,Left-footed shot,Dani Alves,Messi,False
820,09_10,LaLiga,36,2010-05-04,Home,FC Barcelona,CD Tenerife,4:1,RW,16,01:00,Right-footed shot,Zlatan Ibrahimovic,Messi,False
821,09_10,LaLiga,36,2010-05-04,Home,FC Barcelona,CD Tenerife,4:1,RW,90+3,04:01,Right-footed shot,Dani Alves,Messi,False
822,09_10,LaLiga,37,2010-05-08,Away,FC Barcelona,Sevilla FC,2:3,RW,5,00:01,Left-footed shot,Maxwell,Messi,False
823,09_10,LaLiga,38,2010-05-16,Home,FC Barcelona,Real Valladolid CF,4:0,RW,61,03:00,Right-footed shot,Yaya Toure,Messi,False
824,09_10,LaLiga,38,2010-05-16,Home,FC Barcelona,Real Valladolid CF,4:0,RW,74,04:00,Left-footed shot,Yaya Toure,Messi,False
825,10_11,Supercopa,final,2010-08-21,Home,FC Barcelona,Sevilla FC,4:0,RW,25,02:00,Left-footed shot,Xavi,Messi,False
826,10_11,Supercopa,final,2010-08-21,Home,FC Barcelona,Sevilla FC,4:0,RW,43,03:00,Right-footed shot,Dani Alves,Messi,False
827,10_11,Supercopa,final,2010-08-21,Home,FC Barcelona,Sevilla FC,4:0,RW,90+1,04:00,Left-footed shot,Andres Iniesta,Messi,False
828,10_11,LaLiga,1,2010-08-29,Away,FC Barcelona,Racing Santander,0:3,RW,3,00:01,Left-footed shot,Andres Iniesta,Messi,False
829,10_11,UEFA Champions League,Group Stage,2010-09-14,Home,FC Barcelona,Panathinaikos Athens,5:1,CF,22,01:01,Left-footed shot,Xavi,Messi,False
830,10_11,UEFA Champions League,Group Stage,2010-09-14,Home,FC Barcelona,Panathinaikos Athens,5:1,CF,45,03:01,Left-footed shot,Pedro,Messi,False
831,10_11,LaLiga,3,2010-09-19,Away,FC Barcelona,Atletico de Madrid,1:2,CF,12,00:01,Left-footed shot,Pedro,Messi,False
832,10_11,LaLiga,6,2010-10-03,Home,FC Barcelona,RCD Mallorca,1:1,CF,20,01:00,Left-footed shot,Pedro,Messi,False
833,10_11,UEFA Champions League,Group Stage,2010-10-20,Home,FC Barcelona,FC Copenhagen,2:0,CF,18,01:00,Left-footed shot,Andres Iniesta,Messi,False
834,10_11,UEFA Champions League,Group Stage,2010-10-20,Home,FC Barcelona,FC Copenhagen,2:0,CF,90+1,02:00,Left-footed shot,Eric Abidal ,Messi,False
835,10_11,LaLiga,8,2010-10-23,Away,FC Barcelona,Real Zaragoza,0:2,CF,41,00:01,Left-footed shot,David Villa,Messi,False
836,10_11,LaLiga,8,2010-10-23,Away,FC Barcelona,Real Zaragoza,0:2,CF,65,00:02,Left-footed shot,,Messi,False
837,10_11,LaLiga,9,2010-10-30,Home,FC Barcelona,Sevilla FC,5:0,RW,4,01:00,Left-footed shot,,Messi,False
838,10_11,LaLiga,9,2010-10-30,Home,FC Barcelona,Sevilla FC,5:0,RW,63,04:00,Left-footed shot,,Messi,False
839,10_11,UEFA Champions League,Group Stage,2010-11-02,Away,FC Barcelona,FC Copenhagen,1:1,CF,31,00:01,Right-footed shot,,Messi,False
840,10_11,LaLiga,10,2010-11-07,Away,FC Barcelona,Getafe CF,1:3,CF,23,00:01,Left-footed shot,David Villa,Messi,False
841,10_11,Copa del Rey,4th round,2010-11-10,Home,FC Barcelona,Club Atletico de Ceuta,5:1,RW,67,05:01,Left-footed shot,Thiago,Messi,False
842,10_11,LaLiga,11,2010-11-13,Home,FC Barcelona,Villarreal CF,3:1,CF,58,02:01,Right-footed shot,Pedro,Messi,False
843,10_11,LaLiga,11,2010-11-13,Home,FC Barcelona,Villarreal CF,3:1,CF,83,03:01,Left-footed shot,Pedro,Messi,False
844,10_11,LaLiga,12,2010-11-20,Away,FC Barcelona,UD Almera,0:8,CF,16,00:01,Left-footed shot,David Villa,Messi,False
845,10_11,LaLiga,12,2010-11-20,Away,FC Barcelona,UD Almera,0:8,CF,36,00:05,Tap-in,,Messi,False
846,10_11,LaLiga,12,2010-11-20,Away,FC Barcelona,UD Almera,0:8,CF,67,00:07,Tap-in,David Villa,Messi,False
847,10_11,UEFA Champions League,Group Stage,2010-11-24,Away,FC Barcelona,Panathinaikos Athens,0:3,CF,63,00:02,Left-footed shot,Adriano,Messi,False
848,10_11,LaLiga,14,2010-12-04,Away,FC Barcelona,CA Osasuna,0:3,CF,64,00:02,Left-footed shot,David Villa,Messi,False
849,10_11,LaLiga,14,2010-12-04,Away,FC Barcelona,CA Osasuna,0:3,CF,82,00:03,Penalty,,Messi,True
850,10_11,LaLiga,15,2010-12-12,Home,FC Barcelona,Real Sociedad,5:0,CF,46,03:00,Left-footed shot,Dani Alves,Messi,False
851,10_11,LaLiga,15,2010-12-12,Home,FC Barcelona,Real Sociedad,5:0,CF,86,04:00,Left-footed shot,Bojan Krkic,Messi,False
852,10_11,LaLiga,18,2011-01-08,Away,FC Barcelona,Deportivo de La Coruaa,0:4,CF,51,00:02,Direct free kick,,Messi,False
853,10_11,Copa del Rey,Quarter-Finals,2011-01-12,Home,FC Barcelona,Real Betis Balompie,5:0,CF,44,01:00,Left-footed shot,Andres Iniesta,Messi,False
854,10_11,Copa del Rey,Quarter-Finals,2011-01-12,Home,FC Barcelona,Real Betis Balompie,5:0,CF,63,02:00,Left-footed shot,,Messi,False
855,10_11,Copa del Rey,Quarter-Finals,2011-01-12,Home,FC Barcelona,Real Betis Balompie,5:0,CF,73,03:00,Left-footed shot,Xavi,Messi,False
856,10_11,Copa del Rey,Quarter-Finals,2011-01-19,Away,FC Barcelona,Real Betis Balompie,3:1,RW,37,02:01,Left-footed shot,Xavi,Messi,False
857,10_11,LaLiga,20,2011-01-22,Home,FC Barcelona,Racing Santander,3:0,CF,33,02:00,Penalty,,Messi,True
858,10_11,Copa del Rey,Semi-Finals,2011-01-26,Home,FC Barcelona,UD Almera,5:0,CF,9,01:00,Left-footed shot,Pedro,Messi,False
859,10_11,Copa del Rey,Semi-Finals,2011-01-26,Home,FC Barcelona,UD Almera,5:0,CF,15,03:00,Left-footed shot,Andres Iniesta,Messi,False
860,10_11,LaLiga,21,2011-01-29,Away,FC Barcelona,Hercules CF,0:3,CF,87,00:02,Left-footed shot,Dani Alves,Messi,False
861,10_11,LaLiga,21,2011-01-29,Away,FC Barcelona,Hercules CF,0:3,CF,89,00:03,Left-footed shot,Dani Alves,Messi,False
862,10_11,LaLiga,22,2011-02-05,Home,FC Barcelona,Atletico de Madrid,3:0,CF,16,01:00,Left-footed shot,Dani Alves,Messi,False
863,10_11,LaLiga,22,2011-02-05,Home,FC Barcelona,Atletico de Madrid,3:0,CF,28,02:00,Left-footed shot,Pedro,Messi,False
864,10_11,LaLiga,22,2011-02-05,Home,FC Barcelona,Atletico de Madrid,3:0,CF,78,03:00,Left-footed shot,David Villa,Messi,False
865,10_11,LaLiga,24,2011-02-20,Home,FC Barcelona,Athletic Bilbao,2:1,CF,78,02:01,Right-footed shot,Dani Alves,Messi,False
866,10_11,LaLiga,25,2011-02-26,Away,FC Barcelona,RCD Mallorca,0:3,CF,38,00:01,Header,Seydou Keita,Messi,False
867,10_11,LaLiga,26,2011-03-02,Away,FC Barcelona,Valencia CF,0:1,CF,77,00:01,Left-footed shot,Adriano,Messi,False
868,10_11,UEFA Champions League,last 16,2011-03-08,Home,FC Barcelona,Arsenal FC,3:1,RW,49,01:00,Left-footed shot,Andres Iniesta,Messi,False
869,10_11,UEFA Champions League,last 16,2011-03-08,Home,FC Barcelona,Arsenal FC,3:1,RW,72,03:01,Penalty,,Messi,True
870,10_11,LaLiga,31,2011-04-09,Home,FC Barcelona,UD Almera,3:1,CF,52,01:01,Penalty,,Messi,True
871,10_11,LaLiga,31,2011-04-09,Home,FC Barcelona,UD Almera,3:1,CF,90+1,03:01,Left-footed shot,Seydou Keita,Messi,False
872,10_11,UEFA Champions League,Quarter-Finals,2011-04-12,Away,FC Barcelona,Shakhtar Donetsk,0:1,CF,42,00:01,Left-footed shot,Dani Alves,Messi,False
873,10_11,LaLiga,32,2011-04-16,Away,FC Barcelona,Real Madrid,1:1,CF,53,00:01,Penalty,,Messi,True
874,10_11,LaLiga,33,2011-04-23,Home,FC Barcelona,CA Osasuna,2:0,CF,87,02:00,Right-footed shot,Dani Alves,Messi,False
875,10_11,UEFA Champions League,Semi-Finals,2011-04-27,Away,FC Barcelona,Real Madrid,0:2,CF,76,00:01,Left-footed shot,Ibrahim Afellay,Messi,False
876,10_11,UEFA Champions League,Semi-Finals,2011-04-27,Away,FC Barcelona,Real Madrid,0:2,CF,87,00:02,Solo run,Sergio Busquets,Messi,False
877,10_11,UEFA Champions League,Final,2011-05-28,Home,FC Barcelona,Manchester United,3:1,CF,54,02:01,Left-footed shot,Andres Iniesta,Messi,False
878,11_12,Supercopa,final,2011-08-14,Away,FC Barcelona,Real Madrid,2:2,CF,45,01:02,Left-footed shot,Thiago,Messi,False
879,11_12,Supercopa,final,2011-08-17,Home,FC Barcelona,Real Madrid,3:2,CF,44,02:01,Right-footed shot,Gerard Pique,Messi,False
880,11_12,Supercopa,final,2011-08-17,Home,FC Barcelona,Real Madrid,3:2,CF,88,03:02,Left-footed shot,Adriano,Messi,False
881,11_12,UEFA Super Cup,Final,2011-08-26,Home,FC Barcelona,FC Porto,2:0,CF,39,01:00,Left-footed shot,,Messi,False
882,11_12,LaLiga,2,2011-08-29,Home,FC Barcelona,Villarreal CF,5:0,CF,51,04:00,Right-footed shot,Andres Iniesta,Messi,False
883,11_12,LaLiga,2,2011-08-29,Home,FC Barcelona,Villarreal CF,5:0,CF,74,05:00,Left-footed shot,Thiago,Messi,False
884,11_12,LaLiga,4,2011-09-17,Home,FC Barcelona,CA Osasuna,8:0,CF,5,01:00,Left-footed shot,Dani Alves,Messi,False
885,11_12,LaLiga,4,2011-09-17,Home,FC Barcelona,CA Osasuna,8:0,CF,41,05:00,Left-footed shot,Cesc Fabregas,Messi,False
886,11_12,LaLiga,4,2011-09-17,Home,FC Barcelona,CA Osasuna,8:0,CF,79,08:00,Left-footed shot,Cesc Fabregas,Messi,False
887,11_12,LaLiga,6,2011-09-24,Home,FC Barcelona,Atletico de Madrid,5:0,CF,26,03:00,Left-footed shot,Pedro,Messi,False
888,11_12,LaLiga,6,2011-09-24,Home,FC Barcelona,Atletico de Madrid,5:0,CF,78,04:00,Left-footed shot,Dani Alves,Messi,False
889,11_12,LaLiga,6,2011-09-24,Home,FC Barcelona,Atletico de Madrid,5:0,CF,90+1,05:00,Left-footed shot,David Villa,Messi,False
890,11_12,UEFA Champions League,Group Stage,2011-09-28,Away,FC Barcelona,BATE Borisov,0:5,CF,38,00:03,Header,,Messi,False
891,11_12,UEFA Champions League,Group Stage,2011-09-28,Away,FC Barcelona,BATE Borisov,0:5,CF,56,00:04,Left-footed shot,Dani Alves,Messi,False
892,11_12,LaLiga,8,2011-10-15,Home,FC Barcelona,Racing Santander,3:0,CF,11,01:00,Right-footed shot,Andres Iniesta,Messi,False
893,11_12,LaLiga,8,2011-10-15,Home,FC Barcelona,Racing Santander,3:0,CF,69,03:00,Right-footed shot,,Messi,False
894,11_12,LaLiga,11,2011-10-29,Home,FC Barcelona,RCD Mallorca,5:0,CF,13,01:00,Penalty,,Messi,True
895,11_12,LaLiga,11,2011-10-29,Home,FC Barcelona,RCD Mallorca,5:0,CF,21,02:00,Right-footed shot,Adriano,Messi,False
896,11_12,LaLiga,11,2011-10-29,Home,FC Barcelona,RCD Mallorca,5:0,CF,30,03:00,Left-footed shot,Dani Alves,Messi,False
897,11_12,UEFA Champions League,Group Stage,2011-11-01,Away,FC Barcelona,FC Viktoria Plzen,0:4,CF,24,00:01,Penalty,,Messi,True
898,11_12,UEFA Champions League,Group Stage,2011-11-01,Away,FC Barcelona,FC Viktoria Plzen,0:4,CF,45+2,00:02,Left-footed shot,Adriano,Messi,False
899,11_12,UEFA Champions League,Group Stage,2011-11-01,Away,FC Barcelona,FC Viktoria Plzen,0:4,CF,90+2,00:04,Left-footed shot,Gerard Pique,Messi,False
900,11_12,LaLiga,12,2011-11-06,Away,FC Barcelona,Athletic Bilbao,2:2,CF,90,02:02,Left-footed shot,,Messi,False
901,11_12,LaLiga,13,2011-11-19,Home,FC Barcelona,Real Zaragoza,4:0,CF,43,02:00,Right-footed shot,Cesc Fabregas,Messi,False
902,11_12,UEFA Champions League,Group Stage,2011-11-23,Away,FC Barcelona,AC Milan,2:3,SS,31,01:02,Penalty,,Messi,True
903,11_12,LaLiga,17,2011-11-29,Home,FC Barcelona,Rayo Vallecano,4:0,CF,49,04:00,Left-footed shot,Dani Alves,Messi,False
904,11_12,LaLiga,15,2011-12-03,Home,FC Barcelona,Levante UD,5:0,CF,55,04:00,Left-footed shot,Dani Alves,Messi,False
905,11_12,FIFA Club World Cup,Final,2011-12-18,Away,FC Barcelona,Santos FC,0:4,RW,17,00:01,Left-footed shot,Xavi,Messi,False
906,11_12,FIFA Club World Cup,Final,2011-12-18,Away,FC Barcelona,Santos FC,0:4,RW,82,00:04,Left-footed shot,Dani Alves,Messi,False
907,11_12,Copa del Rey,last 16,2012-01-04,Home,FC Barcelona,CA Osasuna,4:0,CF,71,03:00,Header,Cesc Fabregas,Messi,False
908,11_12,Copa del Rey,last 16,2012-01-04,Home,FC Barcelona,CA Osasuna,4:0,CF,90,04:00,Left-footed shot,Xavi,Messi,False
909,11_12,LaLiga,19,2012-01-15,Home,FC Barcelona,Real Betis Balompie,4:2,CF,12,02:00,Right-footed shot,Alexis Sanchez,Messi,False
910,11_12,LaLiga,19,2012-01-15,Home,FC Barcelona,Real Betis Balompie,4:2,CF,86,04:02,Penalty,,Messi,True
911,11_12,LaLiga,1,2012-01-22,Away,FC Barcelona,Malaga CF,1:4,CF,32,00:01,Header,Adriano,Messi,False
912,11_12,LaLiga,1,2012-01-22,Away,FC Barcelona,Malaga CF,1:4,CF,51,00:03,Left-footed shot,Thiago,Messi,False
913,11_12,LaLiga,1,2012-01-22,Away,FC Barcelona,Malaga CF,1:4,CF,77,00:04,Left-footed shot,Pedro,Messi,False
914,11_12,LaLiga,22,2012-02-04,Home,FC Barcelona,Real Sociedad,2:1,CF,72,02:00,Left-footed shot,Dani Alves,Messi,False
915,11_12,UEFA Champions League,last 16,2012-02-14,Away,FC Barcelona,Bayer 04 Leverkusen,1:3,CF,88,01:03,Left-footed shot,Dani Alves,Messi,False
916,11_12,LaLiga,24,2012-02-19,Home,FC Barcelona,Valencia CF,5:1,CF,21,01:01,Left-footed shot,,Messi,False
917,11_12,LaLiga,24,2012-02-19,Home,FC Barcelona,Valencia CF,5:1,CF,27,02:01,Tap-in,,Messi,False
918,11_12,LaLiga,24,2012-02-19,Home,FC Barcelona,Valencia CF,5:1,CF,75,03:01,Left-footed shot,Cristian Tello,Messi,False
919,11_12,LaLiga,24,2012-02-19,Home,FC Barcelona,Valencia CF,5:1,CF,84,04:01,Left-footed shot,Sergio Busquets,Messi,False
920,11_12,LaLiga,25,2012-02-26,Away,FC Barcelona,Atletico de Madrid,1:2,CF,79,01:02,Direct free kick,,Messi,False
921,11_12,UEFA Champions League,last 16,2012-03-07,Home,FC Barcelona,Bayer 04 Leverkusen,7:1,CF,25,01:00,Left-footed shot,Xavi,Messi,False
922,11_12,UEFA Champions League,last 16,2012-03-07,Home,FC Barcelona,Bayer 04 Leverkusen,7:1,CF,42,02:00,Left-footed shot,Andres Iniesta,Messi,False
923,11_12,UEFA Champions League,last 16,2012-03-07,Home,FC Barcelona,Bayer 04 Leverkusen,7:1,CF,50,03:00,Right-footed shot,Cesc Fabregas,Messi,False
924,11_12,UEFA Champions League,last 16,2012-03-07,Home,FC Barcelona,Bayer 04 Leverkusen,7:1,CF,58,05:00,Left-footed shot,,Messi,False
925,11_12,UEFA Champions League,last 16,2012-03-07,Home,FC Barcelona,Bayer 04 Leverkusen,7:1,CF,85,07:00,Left-footed shot,Seydou Keita,Messi,False
926,11_12,LaLiga,27,2012-03-11,Away,FC Barcelona,Racing Santander,0:2,CF,28,00:01,Left-footed shot,Cesc Fabregas,Messi,False
927,11_12,LaLiga,27,2012-03-11,Away,FC Barcelona,Racing Santander,0:2,CF,55,00:02,Penalty,,Messi,True
928,11_12,LaLiga,28,2012-03-17,Away,FC Barcelona,Sevilla FC,0:2,CF,25,00:02,Left-footed shot,Andres Iniesta,Messi,False
929,11_12,LaLiga,29,2012-03-20,Home,FC Barcelona,Granada CF,5:3,CF,16,02:00,Left-footed shot,Isaac Cuenca,Messi,False
930,11_12,LaLiga,29,2012-03-20,Home,FC Barcelona,Granada CF,5:3,CF,66,03:02,Left-footed shot,Dani Alves,Messi,False
931,11_12,LaLiga,29,2012-03-20,Home,FC Barcelona,Granada CF,5:3,CF,85,05:02,Left-footed shot,Dani Alves,Messi,False
