,Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing Position,Minutes,Score At,Type,Goal assist
650,20_21,LaLiga,22,2021-02-07,Away,FC Barcelona,Real Betis Balompie,2:3,CF,59,01:01,Left-footed shot,Ousmane Dembele
651,20_21,LaLiga,23,2021-02-13,Home,FC Barcelona,Deportivo Alaves,5:1,CF,45+1,02:00,Left-footed shot,Sergio Busquets
652,20_21,LaLiga,23,2021-02-13,Home,FC Barcelona,Deportivo Alaves,5:1,CF,75,04:01,Left-footed shot,Antoine Griezmann
653,20_21,UEFA Champions League,last 16,2021-02-16,Home,FC Barcelona,Paris Saint-Germain,1:4,CF,27,01:00,Penalty,
654,20_21,LaLiga,24,2021-02-21,Home,FC Barcelona,Cadiz CF,1:1,CF,32,01:00,Penalty,
655,20_21,LaLiga,1,2021-02-24,Home,FC Barcelona,Elche CF,3:0,CF,48,01:00,Left-footed shot,Martin Braithwaite
656,20_21,LaLiga,1,2021-02-24,Home,FC Barcelona,Elche CF,3:0,CF,68,02:00,Left-footed shot,Frenkie de Jong
657,20_21,LaLiga,25,2021-02-27,Away,FC Barcelona,Sevilla FC,0:2,CF,85,00:02,Right-footed shot,Ilaix Moriba
658,20_21,UEFA Champions League,last 16,2021-03-10,Away,FC Barcelona,Paris Saint-Germain,1:1,SS,37,01:01,Long distance kick,Pedri
659,20_21,LaLiga,27,2021-03-15,Home,FC Barcelona,SD Huesca,4:1,SS,13,01:00,Left-footed shot,Sergio Busquets
660,20_21,LaLiga,27,2021-03-15,Home,FC Barcelona,SD Huesca,4:1,SS,90,04:01,Left-footed shot,Francisco Trincão
661,20_21,LaLiga,28,2021-03-21,Away,FC Barcelona,Real Sociedad,1:6,SS,56,00:04,Left-footed shot,Sergio Busquets
662,20_21,LaLiga,28,2021-03-21,Away,FC Barcelona,Real Sociedad,1:6,SS,89,01:06,Left-footed shot,Jordi Alba
663,20_21,Copa del Rey,Final,2021-04-17,Away,FC Barcelona,Athletic Bilbao,0:4,CF,68,00:03,Left-footed shot,Frenkie de Jong
664,20_21,Copa del Rey,Final,2021-04-17,Away,FC Barcelona,Athletic Bilbao,0:4,CF,72,00:04,Left-footed shot,Jordi Alba
665,20_21,LaLiga,31,2021-04-22,Home,FC Barcelona,Getafe CF,5:2,CF,8,01:00,Left-footed shot,Sergio Busquets
666,20_21,LaLiga,31,2021-04-22,Home,FC Barcelona,Getafe CF,5:2,CF,33,03:01,Left-footed shot,
667,20_21,LaLiga,33,2021-04-29,Home,FC Barcelona,Granada CF,1:2,CF,23,01:00,Left-footed shot,Antoine Griezmann
668,20_21,LaLiga,34,2021-05-02,Away,FC Barcelona,Valencia CF,2:3,CF,57,01:01,Left-footed shot,
669,20_21,LaLiga,34,2021-05-02,Away,FC Barcelona,Valencia CF,2:3,CF,69,01:03,Direct free kick,
670,20_21,LaLiga,36,2021-05-11,Away,FC Barcelona,Levante UD,3:3,SS,25,00:01,Left-footed shot,
671,20_21,LaLiga,37,2021-05-16,Home,FC Barcelona,Celta de Vigo,1:2,SS,28,01:00,Header,Sergio Busquets
672,21_22,UEFA Champions League,Group Stage,2021-09-28,Home,Paris Saint-Germain,Manchester City,2:0,RW,74,02:00,Left-footed shot,Kylian Mbappe
673,21_22,UEFA Champions League,Group Stage,2021-10-19,Home,Paris Saint-Germain,RB Leipzig,3:2,RW,67,02:02,Left-footed shot,Kylian Mbappe
674,21_22,UEFA Champions League,Group Stage,2021-10-19,Home,Paris Saint-Germain,RB Leipzig,3:2,RW,74,03:02,Penalty,
675,21_22,Ligue 1,14,2021-11-20,Home,Paris Saint-Germain,FC Nantes,3:1,RW,87,03:01,Left-footed shot,Kylian Mbappe
676,21_22,UEFA Champions League,Group Stage,2021-12-07,Home,Paris Saint-Germain,Club Brugge KV,4:1,CF,38,03:00,Left-footed shot,Kylian Mbappe
677,21_22,UEFA Champions League,Group Stage,2021-12-07,Home,Paris Saint-Germain,Club Brugge KV,4:1,CF,76,04:01,Penalty,
678,21_22,Ligue 1,23,2022-02-06,Away,Paris Saint-Germain,LOSC Lille,1:5,CF,38,01:03,Left-footed shot,
679,21_22,Ligue 1,30,2022-04-03,Home,Paris Saint-Germain,FC Lorient,5:1,RW,73,04:01,Left-footed shot,Kylian Mbappe
680,21_22,Ligue 1,34,2022-04-23,Home,Paris Saint-Germain,RC Lens,1:1,RW,68,01:00,Left-footed shot,Neymar
681,21_22,Ligue 1,37,2022-05-14,Away,Paris Saint-Germain,Montpellier,0:4,CF,6,00:01,Left-footed shot,Kylian Mbappé
682,21_22,Ligue 1,37,2022-05-14,Away,Paris Saint-Germain,Montpellier,0:4,CF,20,00:02,Left-footed shot,Kylian Mbappé
